CycID	meta3d_Pvalue	meta3d_BH.Q	meta3d_Period	meta3d_Phase	meta3d_Base	meta3d_AMP	meta3d_rAMP
Gene23	0	0	24	23.7214548971321	5.00672421997652	1.84660204186889	0.368820442068475
Gene24	0	0	24	11.1277283629132	4.99235449294168	1.9887183898646	0.398404818384478
Gene25	0	0	24	8.76864319583886	4.9957973201976	1.44219977422433	0.288679092882716
Gene26	1.77020216263202e-08	2.06879878764942e-08	24	19.2783154467666	4.99990369691604	1.54907900651776	0.30983502413693
Gene27	7.17945890515992e-08	8.27762364161405e-08	24	2.87496362778406	4.99505010844213	1.57390400312972	0.315157446827422
Gene28	0	0	24	20.916503719411	5.01350341620776	1.46914217202628	0.293071564462295
Gene29	0	0	24	21.5482998859253	5.01437226767388	1.60791601619296	0.320692260594941
Gene30	0	0	24	23.4161782334127	5.0029468766705	1.96060064198258	0.39193082906219
Gene31	0	0	24	9.2696499395453	4.99693774384329	1.54312396438841	0.308838615527582
Gene32	0	0	24	11.1393007134646	5.00714250935681	1.97091567893542	0.393651924671352
Gene33	0	0	24	0.829625933172521	5.00107977906213	1.4947255335458	0.298957536953902
Gene34	1.08973895907027e-07	1.25353407868513e-07	24	19.0692478033691	5.00837569708623	1.58957840916684	0.317435796316668
Gene35	9.39134449595702e-06	1.01637927445422e-05	24	18.2711122356102	4.98833042317562	1.81070105931591	0.362989545794095
Gene36	0	0	24	21.8374986616043	5.00119428691949	1.67801408035222	0.335517095040621
Gene37	7.83940330462141e-05	8.00483659423561e-05	24	4.73737379187509	4.99659333716663	1.96323108292913	0.392921148499394
Gene38	0	0	24	0.228458442683334	5.007063948755	1.69570803016413	0.338683668441782
Gene39	0	0	24	11.9608669495112	5.00692998695964	1.76180180800163	0.351900512677381
Gene40	0	0	24	23.780542802987	5.00608854985775	1.84512179030228	0.36860526185422
Gene41	0	0	24	10.0713276845042	5.00096065403824	1.79199586259844	0.358359705350049
Gene42	0	0	24	12.1256705857136	5.01025952252823	1.72035557856963	0.343407245140179
Gene43	4.21314360296021e-05	4.41783670355842e-05	24	5.77593800862925	5.0011083609441	1.8978358359142	0.379497711925368
Gene44	0	0	24	23.0890787125325	5.01769600592493	1.99661645091588	0.39794442679464
Gene45	0	0	24	23.6432726120039	5.00763508599319	1.89674467972338	0.378791918969062
Gene46	0	0	24	23.5530894878492	5.00394901556132	1.8974093770062	0.379222600607462
Gene47	0	0	24	10.3321277457224	4.9828883135875	1.87739279212281	0.376780355068378
Gene48	0	0	24	22.2186788671082	4.9994233573658	1.82455623745927	0.364941279975559
Gene49	0	0	24	9.3849137154946	5.00336824887139	1.56773139662798	0.313376400681587
Gene50	0	0	24	10.9403501614265	5.01707444862167	1.9789193840255	0.394448680830219
Gene51	7.02702340760197e-11	8.6150675205582e-11	24	19.7610379912842	4.98405608814513	1.47749039237148	0.296457003852443
Gene52	0	0	24	11.5424540426166	5.0102588575768	1.90653545054457	0.380573627877213
Gene53	0	0	24	22.9664086590246	4.99954468124894	1.99662401134839	0.39934690956879
Gene54	1.22739645614933e-05	1.3216760116468e-05	24	3.79961183254811	5.01665516988793	1.82460407511987	0.363728815717803
Gene55	1.60693680584245e-12	2.02555059559973e-12	24	7.9723362510527	5.00298609771854	1.45743189292203	0.291319367434172
Gene56	0	0	24	12.700396660697	5.00052149390619	1.55741168450893	0.311493091944743
Gene57	0	0	24	12.2411122572008	4.9978260520508	1.67338190728014	0.334847862722726
Gene58	3.23864144741171e-05	3.42230515753262e-05	24	4.08301562912576	4.99919068383342	1.88922841099475	0.377978118085775
Gene59	0	0	24	11.663721440779	5.00140461110929	1.87772824808396	0.375456401692785
Gene60	0	0	24	22.2274746353132	5.00265283548041	1.83805590849191	0.367414372466134
Gene61	0	0	24	23.123548225046	5.01742770023307	2.0138671303825	0.401394574570888
Gene62	0	0	24	1.1181393925466	5.01028591111079	1.47864083085973	0.295161494645119
Gene63	0	0	24	22.2393392135031	4.98848482529943	1.83577897715421	0.368068684389954
Gene64	0	0	24	11.0718604577723	4.98886849868072	1.98424074574545	0.397745914613392
Gene65	1.73644365553116e-09	2.07212846722096e-09	24	14.5069431956626	4.99736923040934	1.47906903013309	0.295985837569969
Gene66	0	0	24	9.47924009869731	4.99449781467689	1.59277921141791	0.318954459343916
Gene67	0	0	24	11.155774487662	5.02090778672382	1.97097969715054	0.392591691083073
Gene68	0	0	24	20.62850903162	5.00892431538429	1.45666485236662	0.29085735296628
Gene69	0	0	24	11.6759234404146	5.01720000493836	1.89106834288631	0.376958537435872
Gene70	0	0	24	22.2182948747245	5.0045833031132	1.84471164240905	0.368654966250012
Gene71	0	0	24	21.1413115858797	4.99092326765773	1.52227439812419	0.305048012054466
Gene72	0	0	24	22.5025482910845	4.9985211349247	1.93012463437922	0.386144379670246
Gene73	0	0	24	23.3159952958816	5.01269156467685	1.95076168370664	0.389194276046741
Gene74	0	0	24	13.0901231530108	5.00217103270937	1.46601303557663	0.293063582630438
Gene75	0	0	24	10.3473209322497	5.00131631566528	1.87563552573178	0.375035309102281
Gene76	3.80680921852061e-06	4.18177504780734e-06	24	3.51240480504304	4.99522185121329	1.72613089847185	0.345561040528303
Gene77	0	0	24	12.8599308082655	5.00217402713178	1.52156720494633	0.304258737998941
Gene78	0	0	24	21.1272520910748	4.9939358009649	1.50189629999278	0.300763235661302
Gene79	0	0	24	23.3603919527595	4.99849086952034	1.96059830980626	0.392266931263673
Gene80	1.92002115994017e-05	2.05716552850732e-05	24	3.99427460516456	4.99064915410048	1.85055158379221	0.37084141999756
Gene81	0	0	24	21.9440312449612	4.97802100955302	1.73277565549316	0.348116179417996
Gene82	0	0	24	11.1208406434687	5.00468251671107	1.98944647176246	0.397517239085268
Gene83	1.45215346414318e-08	1.70240734366141e-08	24	19.2804469276017	4.99897115699205	1.53374285304671	0.306839744139851
Gene84	0	0	24	12.6263301246326	5.01053635398055	1.56519828058224	0.31245443382141
Gene85	0	0	24	23.9432875150667	5.00173995103926	1.77247127186152	0.354394963296225
Gene86	0	0	24	22.9864623079328	4.99441299024758	2.01125655036913	0.402710218157416
Gene87	0	0	24	23.5229165885271	4.99786204974127	1.88132002711554	0.376472534461955
Gene88	0	0	24	10.3235412667011	4.99520770648042	1.84913054966714	0.370160746023686
Gene89	0	0	24	10.0606047162184	5.01082403781144	1.77229907940891	0.353673871915599
Gene90	0	0	24	8.60785309050541	4.99286705453043	1.42965243128008	0.286314637579922
Gene91	3.40318107028281e-10	4.12173726719759e-10	24	2.35978841205009	5.00383875470795	1.46129327080861	0.29206982499559
Gene92	0	0	24	23.0645149528892	5.01196953499162	2.02487671175577	0.404027402650812
Gene93	0	0	24	11.9201317705132	5.01687206652601	1.78976382769968	0.356747448236983
Gene94	0	0	24	11.1349709616148	4.99880242502382	1.98362871226801	0.396881864716069
Gene95	0	0	24	9.59628454148884	5.00892426948926	1.63043678423798	0.325529031106982
Gene96	0	0	24	1.20131856094525	4.97680155252524	1.49232305074333	0.299869050603814
Gene97	0	0	24	10.4345468520483	5.00130724007388	1.86765340707297	0.373482020511481
Gene98	3.39561907118924e-05	3.58439733060088e-05	24	5.83052581114217	4.99353449451436	1.85273702383422	0.371075086336669
Gene99	0	0	24	9.43505937810154	4.99301753192659	1.57457711332601	0.315372161217498
Gene100	0	0	24	23.1820905199325	5.00181963045092	1.99847656980556	0.399553474712535
Gene101	5.45054375522547e-07	6.14030464351348e-07	24	3.16069097705194	4.98909958139252	1.63347861140569	0.327463087389723
Gene102	0	0	24	0.913241372724625	5.01070546310115	1.51456986766176	0.302320468194209
Gene103	0	0	24	22.2823838025926	5.00621554509308	1.84995344738344	0.369555178425317
Gene104	0	0	24	23.692879251482	5.00844146529556	1.870456761277	0.373500245551163
Gene105	0	0	24	22.3591690285082	4.98207157372086	1.86667429909375	0.374701136352066
Gene106	0	0	24	23.644135748447	5.00826842482624	1.87039451509362	0.373466708859119
Gene107	0	0	24	21.9205217223099	4.99770366130639	1.7231980420166	0.344819407327733
Gene108	0	0	24	10.4042593066049	5.00449540667779	1.89457149350367	0.378559756510143
Gene109	9.95265374654775e-05	9.95929327539801e-05	24	5.03175194563793	4.99552322089244	1.99160059377111	0.398644187131696
Gene110	0	0	24	10.6224570476619	4.9967520947065	1.95927280475175	0.392150104766335
Gene111	0	0	24	20.440572866862	5.0020217366972	1.43456919189477	0.286807349260967
Gene112	0	0	24	10.7751882553809	4.99438047808155	1.96753048073481	0.393991846824393
Gene113	0	0	24	11.1829483800297	5.00397291307272	2.00513738885362	0.400742030621048
Gene114	0	0	24	20.7960819641344	4.99712048940683	1.44992351549309	0.290161053225225
Gene115	0	0	24	12.299015095383	5.01731311800898	1.66571467467709	0.331995678171237
Gene116	0	0	24	23.57489830669	4.97855044392586	1.91374520656348	0.384447924182161
Gene117	0	0	24	23.4177601046837	5.00061703371089	1.93520070501359	0.387010160391189
Gene118	0	0	24	10.6917362124631	5.00663530588861	1.97574572422956	0.394636852178523
Gene119	0	0	24	11.6046456036371	5.00469291270851	1.88885234006815	0.377429005823477
Gene120	0	0	24	10.181943117038	5.00239437552184	1.81885553461185	0.363600672663143
Gene121	0	0	24	11.0824310740344	4.98516623352933	2.00393231042778	0.402037435449594
Gene122	0	0	24	11.4033207789073	5.00953189412532	1.94067858134803	0.387468092426034
Gene123	0	0	24	11.4898180335962	4.98938303423096	1.90998148508207	0.382877924002774
Gene124	0	0	24	11.7287896433461	5.00258065566652	1.83591158299511	0.367032605621161
Gene125	8.35950101331084e-05	8.46103341428223e-05	24	5.08717655812226	4.99698794748675	1.9882015345869	0.397924676562779
Gene126	0	0	24	22.5914931908461	5.00567022629054	1.96040719166151	0.3916786720608
Gene127	0	0	24	13.040183287636	5.00315213063508	1.48081437473153	0.295977177192842
Gene128	0	0	24	23.5773795955233	5.00261779175177	1.90231042121893	0.380288551928863
Gene129	0	0	24	0.0773790737864938	5.0072055738503	1.74250102753602	0.348022657171738
Gene130	4.9982129486148e-05	5.21371308965382e-05	24	16.3927565330753	4.9990529948712	1.91653284878055	0.383411243535463
Gene131	0	0	24	10.9817422972258	5.00328402556576	2.01013005394357	0.401790991291514
Gene132	0	0	24	23.0286247357593	5.00804433443707	1.98778564090311	0.396954433944115
Gene133	0	0	24	12.1973832830388	4.97503648737681	1.7009057292703	0.341891760637614
Gene134	0	0	24	20.7665012462199	4.99805230453426	1.46358595135104	0.29284574859072
Gene135	1.99543077523678e-05	2.13567332347854e-05	24	15.9095083440013	5.01392316636972	1.84802057144768	0.368678809676111
Gene136	0	0	24	11.3782573054561	5.00308592874716	1.95896054072602	0.391568463904224
Gene137	0	0	24	11.708123170994	5.01180447079268	1.84517335136299	0.368198527357373
Gene138	0	0	24	23.543321614054	5.0002615650848	1.91087932431076	0.382273211955072
Gene139	0	0	24	10.9030376563251	4.98664259702283	2.00995434909115	0.403074527104465
Gene140	0	0	24	12.159601478772	5.00246921646232	1.70420128254811	0.340727151201003
Gene141	0	0	24	12.0894399705003	4.98290585429734	1.71265517318099	0.343702950352413
Gene142	0	0	24	23.5859269350363	4.99218933759613	1.90021079443042	0.380646584471609
Gene143	0	0	24	21.4445713075667	4.98503576393228	1.58697699137081	0.318365538333612
Gene144	0	0	24	0.390139226652138	4.99322587076167	1.60133197422014	0.320741484335462
Gene145	0	0	24	23.6124185042694	5.00682142958809	1.87674950204426	0.374840906431463
Gene146	0	0	24	1.1483472680466	4.99408198530179	1.5060282190053	0.301574130649272
Gene147	0	0	24	0.267785562199793	4.99006679953547	1.65347870442034	0.331383834961665
Gene148	0	0	24	22.8684642569097	5.01478296862932	1.98194198299022	0.395312660272114
Gene149	0	0	24	23.7084238439167	4.99132109930052	1.85283678348439	0.37123771153036
Gene150	0	0	24	11.1176330316704	4.9989745246415	2.00751810646479	0.4015747152902
Gene151	0	0	24	23.2743361119654	5.00247990840532	1.98651637850501	0.397085827357596
Gene152	0	0	24	21.5804610226278	5.00392957900496	1.59698914749918	0.319135848235243
Gene153	0	0	24	12.6767170266634	4.99978535845868	1.59401731086869	0.318855054783306
Gene154	0	0	24	12.3426240899464	4.98050094215883	1.63512090360215	0.328426383021337
Gene155	0	0	24	21.1122439445714	4.9943128963342	1.53684418875217	0.307735551670251
Gene156	4.70141205505259e-05	4.90752824118224e-05	24	5.68058118358344	5.00047730386027	1.9312199046945	0.386251840410831
Gene157	0	0	24	20.912952061248	4.97227314259935	1.49080278797196	0.299796297314183
Gene158	0	0	24	21.3460361349012	4.98440598880915	1.54689231981349	0.310345637541472
Gene159	0	0	24	0.338190889629037	5.01016468902661	1.63498987249181	0.326334997515973
Gene160	0	0	24	0.163052164521719	4.99181100885441	1.69413968073118	0.339420881096428
Gene161	0	0	24	11.203327188112	5.00567549915434	2.00922939581689	0.401405004975269
Gene162	0	0	24	22.3330418634649	5.0182310322404	1.87246844697133	0.373170560241092
Gene163	1.84581702811215e-07	2.11191879646699e-07	24	14.9953743180257	4.98037674341561	1.58371922662966	0.318025730377985
Gene164	0	0	24	9.99266587830556	5.00219540612195	1.76241690064038	0.352323200840321
Gene165	0	0	24	9.21903661830535	4.99837409352877	1.54199385328092	0.308520173361455
Gene166	0	0	24	21.8116119124145	4.98936532490433	1.70924281064368	0.342627556291556
Gene167	0	0	24	10.2977898302355	5.00402704024029	1.86621016833701	0.372982382937916
Gene168	0	0	24	23.2520702042286	4.9923200019917	1.97028153968798	0.394711061504933
Gene169	6.66133814775094e-16	8.84248426692603e-16	24	1.65479599763593	4.99380113816799	1.39593848502397	0.279549689607064
Gene170	0	0	24	12.6688545244215	5.01574371904185	1.5798515290615	0.314996876403175
Gene171	0	0	24	22.6288935100688	5.01457112574473	1.95447495588748	0.389802442304239
Gene172	0	0	24	23.3243469155321	4.99064636846256	1.95350074687993	0.391504348329616
Gene173	3.41615624677161e-13	4.35179139716128e-13	24	8.0666892517905	4.99682687052405	1.42328698357439	0.284865736591823
Gene174	2.13875677701481e-06	2.366754087438e-06	24	18.6029788872908	5.00624529792802	1.71693794603636	0.342948613066667
Gene175	0	0	24	21.9534153633584	5.0056409643988	1.73526721547908	0.346677189632626
Gene176	0	0	24	22.9201746837394	4.99402773876176	1.98156906455015	0.396813407683654
Gene177	0	0	24	0.830722358569557	5.00034607932943	1.53482521762844	0.306945647785225
Gene178	0	0	24	22.5648790133058	4.99362540362809	1.94064186194537	0.388645743421269
Gene179	0	0	24	10.122715498099	5.0026207516468	1.78532414620267	0.356851031072353
Gene180	0	0	24	23.700879667169	4.98750211760746	1.85274192305288	0.371519609813171
Gene181	0	0	24	0.0874983956795359	4.9908587295053	1.74625110072167	0.34990516877716
Gene182	0	0	24	1.41026327459118	5.00132616477791	1.44675158583765	0.289294627436297
Gene183	0	0	24	12.3763274529741	5.0132211173036	1.63465095649209	0.32606769871932
Gene184	0	0	24	11.2655639552311	5.01145454586011	1.99130349439202	0.397405107123449
Gene185	0	0	24	10.8513735865637	5.01065847084256	1.98584627092152	0.396348935340417
Gene186	3.14799328826609e-08	3.65762194608764e-08	24	2.79952576791543	5.01832792654263	1.58190881823532	0.315281528841201
Gene187	0	0	24	22.8514792610231	5.00608774184705	1.99300074419286	0.398115094079625
Gene188	1.24456915329141e-07	1.42944389734848e-07	24	14.9365315057294	4.98548388194703	1.58239721368145	0.317476431282056
Gene189	9.63673585374636e-14	1.24344978758018e-13	24	20.1284341525502	5.00093679276359	1.45134544669949	0.29025123539956
Gene190	0	0	24	23.395493963004	5.00366429685932	1.95214486045425	0.390144285582504
Gene191	0	0	24	0.0917422155529331	5.00529158669815	1.71578061618842	0.342797798790508
Gene192	1.2710093866275e-08	1.49179505472711e-08	24	14.6845858400847	5.00107967435903	1.56232749981574	0.312436638153378
Gene193	0	0	24	11.9068986253669	5.00200485948366	1.83262438312914	0.366473030607116
Gene194	0	0	24	23.8611391229399	4.99322725678471	1.81945669116026	0.364402652498758
Gene195	0	0	24	10.8141560878448	5.00043504144227	1.99408310483726	0.398853511150125
Gene196	0	0	24	0.727467895190958	4.99122146749051	1.5454331057227	0.309706250552293
Gene197	2.65434667701125e-06	2.92758824670359e-06	24	6.61165624763121	5.0038046088934	1.67359917669458	0.33451063028327
Gene198	0	0	24	21.1669234290501	4.99901453345064	1.54749638172146	0.309596289733715
Gene199	0	0	24	10.6279682745025	4.9959201271323	1.93846405012138	0.388035420719672
Gene200	0	0	24	11.1378473658918	4.997208454253	2.01328604911801	0.402943110930669
Gene201	0	0	24	22.7831726532811	5.00681564138439	2.00821494337151	0.401116008913468
Gene202	0	0	24	12.4801771574588	5.00725128366849	1.60883069228983	0.321324561121141
Gene203	0	0	24	11.5768898772476	4.99910093511916	1.89063218801493	0.378210746556342
Gene204	0	0	24	22.919156465857	5.00096692046591	2.02889227749047	0.405712643420242
Gene205	7.26682924244715e-05	7.45825786087631e-05	24	17.2852664727722	4.98887125168589	1.98188702131007	0.397243277651866
Gene206	0	0	24	11.7094013254205	4.99418280929737	1.84091145952908	0.368688873743675
Gene207	0	0	24	23.9954200652355	5.00926515228658	1.76096738717709	0.351597407487784
Gene208	0	0	24	13.2634274906226	4.99154007140532	1.42796080276722	0.286078396746995
Gene209	0	0	24	11.1267061558593	4.99592432776208	1.99665378155861	0.39964525854539
Gene210	0	0	24	11.0370642400749	4.99066985386722	1.98412227773009	0.397551337674649
Gene211	0	0	24	20.4770278866974	4.99957753092784	1.44337016630563	0.288688241300653
Gene212	0	0	24	23.5197208130382	5.00999778186147	1.91979528111859	0.383252236646882
Gene213	0	0	24	9.84025787052329	5.00164548370755	1.72490960686994	0.344890585324641
Gene214	7.35581101778404e-05	7.53926650268265e-05	24	17.1877773504742	4.9871807354741	2.00221881170927	0.401508153919471
Gene215	0	0	24	11.4655948117194	4.98127291797509	1.90960567993567	0.383382542242825
Gene216	1.52055035229637e-11	1.88420118004507e-11	24	19.8383661689724	5.00408195931855	1.46647978120925	0.293020014799999
Gene217	0	0	24	23.7865705009485	4.99971665015941	1.85427812035799	0.370894341503197
Gene218	0	0	24	22.4620610512974	5.0092429681089	1.912983069403	0.381950314776332
Gene219	9.87966120025163e-09	1.16231308238254e-08	24	7.32509828464908	5.00486587326708	1.51664460641563	0.303070009598414
Gene220	0	0	24	21.9737526855287	5.00500707874321	1.7346405413625	0.346610367988278
Gene221	0	0	24	23.2776875313507	4.9991065509485	1.97301787047886	0.394674344740175
Gene222	0	0	24	8.4941474911249	4.99783240688876	1.4456883599371	0.289274015626098
Gene223	0	0	24	22.2587232406503	4.99469160278018	1.87802400635469	0.37600193899557
Gene224	1.42854728046871e-10	1.74213082983989e-10	24	7.67865762374626	4.99443970831	1.48969602563042	0.298291265946179
Gene225	2.28284058323425e-12	2.86789017994252e-12	24	7.96664616719458	4.98441998663839	1.41640082845148	0.284250725909896
Gene226	0	0	24	20.9414971850629	4.97908257249682	1.49455963512473	0.300164862392905
Gene227	2.51652032545735e-11	3.10426026988982e-11	24	14.194080553632	5.00416149006885	1.45976621704739	0.291701655971074
Gene228	0	0	24	22.7672211554408	4.99200640656039	1.98135477259118	0.396907232652402
Gene229	0	0	24	22.4391284191686	4.99339783913719	1.91691769241633	0.383873779673574
Gene230	0	0	24	9.7660918348859	5.00637034190338	1.67552093766138	0.334712383134425
Gene231	0	0	24	22.7445179854543	5.00411713754414	1.97346610348101	0.394372080743161
Gene232	8.88178419700125e-16	1.17639525788096e-15	24	8.34578642904528	4.98736288682189	1.42961013875199	0.286674748525192
Gene233	0	0	24	10.6673863134204	4.99649912476887	1.97569617766156	0.39543933991631
Gene234	2.32036612146658e-14	3.01738117225823e-14	24	8.18580332189839	5.00637497410539	1.4559960462131	0.290868406658982
Gene235	0	0	24	10.6260844064958	5.00328303462996	1.96500365934555	0.392737566711227
Gene236	0	0	24	10.3760993009862	4.99696710044079	1.89333885257823	0.378941585747194
Gene237	0	0	24	11.9363419874761	4.99561984763521	1.77104967955285	0.35452709607212
Gene238	0	0	24	20.9124172385557	5.00017993904421	1.49006947719907	0.298056019362946
Gene239	0	0	24	13.4241764416596	4.98874761364963	1.46170741932543	0.29307480248996
Gene240	2.42030662178649e-09	2.87789134576278e-09	24	2.53153677145063	4.99891943420595	1.48630387563182	0.297352629744512
Gene241	0	0	24	23.0590306699637	5.00149822876784	2.00325960460269	0.400573949135952
Gene242	0	0	24	22.5148923764901	5.00358127384954	1.93198789204172	0.386145194966167
Gene243	0	0	24	12.3815201453747	5.00919572739598	1.61096594335527	0.321618038293029
Gene244	5.95755047216873e-06	6.50387606131957e-06	24	18.3946573456553	5.01132431411265	1.774254807714	0.354021261779655
Gene245	4.44089209850063e-16	5.91068158629187e-16	24	20.366093309	5.00104463349083	1.4258473897357	0.285126834621409
Gene246	6.11219730384249e-09	7.19929011053297e-09	24	2.62313400367169	4.98861417636968	1.50794681037377	0.302227566961026
Gene247	0	0	24	22.9283870532853	4.99702233454686	2.00501169677959	0.401296765737627
Gene248	1.50990331349021e-14	1.96601993944038e-14	24	13.7895697989254	4.99923044479602	1.42748839055844	0.285527778716828
Gene249	0	0	24	13.4928099578806	5.01815987005247	1.43113359075678	0.28520578616701
Gene250	0	0	24	21.322418367627	5.01229377161575	1.56283048135065	0.311802652999392
Gene251	0	0	24	23.5146636523921	4.98777723177586	1.89317485820488	0.379582214373259
Gene252	0	0	24	10.9326107342305	4.99306526715874	1.98830234433051	0.398211110022945
Gene253	0	0	24	10.6541129241452	5.02345279117376	1.95575513767977	0.389379002815765
Gene254	0	0	24	10.9965761051712	5.01158070949621	1.99352105117673	0.397796786303541
Gene255	2.01617533912568e-06	2.23522764869809e-06	24	6.63361855883447	4.98219072692278	1.67305162816632	0.335820803105324
Gene256	0	0	24	23.6687073953485	5.00355287054539	1.887320256499	0.377214207643686
Gene257	0	0	24	10.5270611192568	5.01292129312445	1.93101337938757	0.385220604603479
Gene258	0	0	24	21.2438474134535	4.98216441475634	1.53962462788634	0.309042625619792
Gene259	0	0	24	0.00213206717807308	5.00683438763786	1.75187609106225	0.349920048326311
Gene260	2.76674052342996e-05	2.93813152930615e-05	24	4.09912355071414	5.00621594074364	1.89837188564804	0.379223796174199
Gene261	0	0	24	0.9971128974307	5.00132192695771	1.460736986436	0.292065832565526
Gene262	0	0	24	23.5093609822961	5.00502291348389	1.93518886553382	0.386685128428173
Gene263	0	0	24	11.0948636233181	4.99642565152037	2.01406685603622	0.403139624953318
Gene264	0	0	24	11.2583144977567	5.01106814455049	1.94190110065079	0.387549652276889
Gene265	0	0	24	11.26433534464	4.99571227163835	1.9580023905763	0.392043350471169
Gene266	0	0	24	0.152647932794795	5.00689525390451	1.69294054368214	0.338145263645838
Gene267	3.07878869066913e-05	3.26258073896411e-05	24	17.9240428287423	5.00327175966522	1.86162539209593	0.372041774284905
Gene268	9.99200722162641e-15	1.30728398015173e-14	24	20.2229269016453	5.00382096564051	1.4109243263509	0.282019181102488
Gene269	0	0	24	8.80810758987916	4.98895603728432	1.43684254111273	0.288009346176788
Gene270	0	0	24	22.1189708863601	5.003426327385	1.82092960250722	0.363954189916172
Gene271	0	0	24	11.9446064105437	4.98163880362083	1.78939763059545	0.359225526558744
Gene272	0	0	24	10.2062485162513	5.0313984130505	1.8192955078722	0.361624241243378
Gene273	0	0	24	23.8621469822741	5.00812203168927	1.80197184240444	0.359840142545007
Gene274	0	0	24	20.8706582753773	4.98869619141324	1.4827848719055	0.297225621609358
Gene275	0	0	24	9.86239370884596	5.00678760093141	1.73096730329929	0.345757991134401
Gene276	0	0	24	11.5570070475581	5.00272936903733	1.90103183337198	0.380071527924103
Gene277	0	0	24	21.177260063592	5.01637521848547	1.52867748847399	0.304755628869888
Gene278	1.98109323865658e-05	2.12108483796208e-05	24	15.9568677011378	4.99422933540523	1.84007676139393	0.368421677773362
Gene279	0	0	24	22.2129277320397	4.99735292173836	1.84231622347987	0.368698008666228
Gene280	0	0	24	10.5031957621437	4.99594884315992	1.93108270485915	0.386552711291966
Gene281	6.77364795798052e-06	7.38406390768225e-06	24	15.6043290733065	4.99754082632706	1.73459243965714	0.347106904209446
Gene282	0	0	24	0.670830062600205	4.98420865559496	1.57211194195627	0.315430937696062
Gene283	0	0	24	11.3722523971297	4.98958101173347	1.95257370432027	0.391368516397485
Gene284	0	0	24	23.8015514110921	5.01067865295156	1.83255659002454	0.36578731552208
Gene285	0	0	24	9.80328617029753	4.98891863126585	1.67341809222892	0.3355070824693
Gene286	0	0	24	0.487130297718086	5.00275281874707	1.61820606009802	0.323495602185411
Gene287	0	0	24	22.3918202443359	4.99510527118248	1.87924782143653	0.37620572908165
Gene288	2.39023384874804e-05	2.54912959340352e-05	24	17.9902940341312	5.01700852715288	1.83702822723546	0.366223227545257
Gene289	0	0	24	21.2888837399428	5.02012108033494	1.53478575102582	0.305734686475543
Gene290	1.57625834940056e-06	1.75725568495046e-06	24	6.6611975762866	4.99067960042015	1.68262768848011	0.33720278937499
Gene291	2.24925567060552e-09	2.67874831751352e-09	24	2.53626492312184	5.00421349226969	1.54070541619815	0.307914174792416
Gene292	0	0	24	10.0333042740991	5.00737289061246	1.78351135144037	0.356193741246486
Gene293	0	0	24	10.3275045929769	4.99401555039738	1.88399417665534	0.377319944743375
Gene294	3.29780425190052e-10	3.99572405319125e-10	24	14.3652564800703	4.9968596257415	1.47431395102901	0.295050286283932
Gene295	0	0	24	0.760267347685897	4.99507968583224	1.49426926828335	0.299172929517413
Gene296	8.70397444946436e-05	8.77122047309139e-05	24	17.209338348176	5.00588618156962	2.02049278361264	0.403655639581615
Gene297	2.66453525910038e-15	3.51676453026886e-15	24	1.71968332958683	5.00209376873763	1.40781058952673	0.281468933785459
